Магазин,Координаты,Время покупки,Категории,Бренды,Номер карточки,Количество товаров,Стоимость покупок
Не указано,"(59.9262328,30.3193144)",2023-05-22 16:36:08.031750,"{'Роутер', 'Монитор', 'Проектор', 'Жесткий диск', 'Клавиатура', 'Флешка', 'Внешний жесткий диск', 'Умная колонка', 'Видеокарта', 'Сканер'}","{'Xiaomi', 'Transcend', 'Toshiba', 'Nvidia', 'Apple', 'BenQ', 'Fujitsu', 'Razer', 'Western Digital', 'LG', 'Samsung'}",4279 8232 5782 8075,13,112000
Вкустер,"(59.9244322,30.3513085)",2024-04-26 20:22:42.990480,"{'Кофе и чай', 'Фрукты', 'Корма для животных', 'Мусорные пакеты', 'Газировка', 'Молочные продукты', 'Вода', 'Кошачий корм', 'Бакалея', 'Йогурт', 'Сыр', 'Сосиски', 'Соусы и специи', 'Замороженные овощи', 'Мясо', 'Полуфабрикаты', 'Зубная паста', 'Замороженные продукты'}","{'Colgate', 'Сибирская коллекция', 'Останкино', 'Глобус', 'Китикэт', 'Зеленая Долина', 'Мираторг', 'Paclan', 'Hochland', 'Шишкин лес', 'Hortex', 'Торчин', 'Чудо', 'Coca-Cola', 'Дымов', 'Домик в деревне', 'Шебекинские', 'Whiskas', 'Jacobs'}",5489 7260 1957 8545,20,3118
Дикси,"(59.9257833,30.3272999)",2023-08-19 19:09:17.961668,"{'Крупы', 'Корма для животных', 'Молочные продукты', 'Вино', 'Бакалея', 'Сметана', 'Водка', 'Рис', 'Фрукты'}","{'Брест-Литовск', 'Увелка', 'Purina', 'Русский Стандарт', 'Домик в деревне', 'Олейна', 'Каберне', 'Агро-альянс', 'Агроферма'}",5406 6944 3663 3850,9,1995
Красное&Белое,"(59.9251402,30.2836608)",2023-11-05 18:23:09.493582,"{'Ликер', 'Бренди', 'Портвейн', 'Джин', 'Вермуты', 'Коньяк', 'Текила', 'Шампанское', 'Ром', 'Пиво', 'Виски'}","{'Jameson', 'Espolon', 'Tanqueray', 'Cinzano Bianco', 'Guinness', 'Жигулевское', 'Baileys', ""Dow's"", ""Jack Daniel's"", 'Budweiser', 'Malibu', 'Beefeater', 'Leffe', 'Olmeca', 'Советское', ""Gordon's"", 'Bacardi', 'Vecchia Romagna', 'Kahlua', 'Арарат'}",2206 4230 5505 3259,23,24820
Дикси,"(59.9257833,30.3272999)",2023-05-11 16:21:38.195039,"{'Крупы', 'Сладости', 'Бытовая химия', 'Косметика и уход', 'Подгузники', 'Корма для животных', 'Мусорные пакеты', 'Газировка', 'Молочные продукты', 'Рыба и морепродукты', 'Прокладки', 'Сосиски', 'Колбасные изделия', 'Соусы и специи', 'Мясо', 'Овощи'}","{'Папа может', 'Dove', 'Санта Бремор', 'Fairy', 'Брест-Литовск', 'Pampers', 'Микоян', 'Тавр', 'Селяночка', 'Черкизово', 'Paclan', 'Юбилейное', 'Гудвил', 'Чумак', 'Pepsi', 'Naturella', 'Домик в деревне', 'Whiskas', 'Агроферма'}",2204 2006 2660 5101,19,4001
Whale Store,"(59.9117747,30.3149362)",2024-07-16 15:43:52.806563,"{'Планшет', 'Наушники', 'Монитор', 'Процессор', 'Проектор', 'Колонки', 'Фотоаппарат', 'Роутер', 'Игровая консоль', 'Часы', 'Флешка', 'Микрофон', 'Электронная книга', 'Смартфон', 'Сканер'}","{'Blue Yeti', 'PocketBook', 'Bose', 'Acer', 'Intel', 'Epson', 'Sony', 'Garmin', 'Nikon', 'Apple', 'Fujitsu', 'Kingston', 'LG', 'Samsung', 'TP-Link', 'JBL'}",5489 2091 3580 3265,20,463300
Градусы,"(59.9267104,30.3325345)",2023-01-28 17:35:44.668864,"{'Вино', 'Текила', 'Ром', 'Сидр', 'Пиво'}","{'Fizzy', 'Абрау-Дюрсо', 'Olmeca', 'Espolon', 'Somersby', 'Captain Morgan', 'Жигулевское'}",5443 3049 8855 7188,8,6840
Дикси,"(59.918506,30.3460359)",2023-01-24 18:13:59.681118,"{'Хлебобулочные', 'Крупы', 'Средство для ванной', 'Минеральная вода', 'Кофе', 'Мыло', 'Молочные продукты', 'Хлеб', 'Бакалея', 'Средство для стекол', 'Печенье', 'Колбасные изделия', 'Пельмени', 'Батарейки', 'Напитки', 'Овощи', 'Замороженные продукты'}","{'Орео', 'Папа может', 'Duracell', 'Cillit Bang', 'Пепси', 'Бородинский', 'Каравай', 'Мистер Мускул', 'Националь', 'Jacobs', 'Окраина', 'Dove', 'Домик в деревне', 'Сибирская коллекция', 'Махеев', 'Овощи России', 'Ессентуки'}",5443 3496 2918 9629,19,3043
Книги,"(59.9231606,30.3505103)",2023-11-23 11:19:59.255937,"{'Философия', 'Саморазвитие', 'Научная фантастика', 'Классика', 'Исторический роман', 'Юмор'}","{'Канеман', 'Фоллетт', 'Толстой', 'Саймак', 'Зощенко', 'Кант', 'Пикуля'}",2200 9732 9173 4495,7,2960
Дикси,"(59.9263283,30.3470236)",2024-04-15 13:18:23.660212,"{'Крупы', 'Бытовая химия', 'Детские товары', 'Кофе и чай', 'Средство для ванной', 'Молочные продукты', 'Рыба и морепродукты', 'Бакалея', 'Батарейки', 'Хлебобулочные', 'Мясо'}","{'Балтийский берег', 'Ahmad', 'Брест-Литовск', 'Хаггис', 'Pampers', 'Каравай', 'Energizer', 'Мистер Мускул', 'Националь', 'Sanfor', 'Мираторг', 'Олейна'}",5443 7815 8421 8620,13,3485
Дикси,"(59.9076228,30.3460296)",2023-05-06 17:18:50.790553,"{'Влажные салфетки', 'Крупы', 'Гель для душа', 'Газировка', 'Молочные продукты', 'Колбасные изделия', 'Замороженные овощи'}","{'Черкизово', 'Pampers', 'Добрый', 'Dove', 'Hortex', 'Агро-альянс', 'Простоквашино'}",4279 8900 6225 7540,7,1004
Ароматный мир,"(59.9180564,30.2962661)",2023-01-09 10:26:08.469804,"{'Ликер', 'Джин', 'Вермуты', 'Эль', 'Ром', 'Сидр', 'Пиво'}","{'Old Speckled Hen', ""Sheridan's"", ""Gordon's"", 'Guinness', 'Somersby', 'Hoegaarden', 'Havana Club', 'Carpano'}",4277 8520 8483 5004,8,5980
Буквоед,"(59.9232852,30.3347938)",2024-05-26 12:31:48.294819,set(),set(),5406 3044 8348 6768,23,0
Пятёрочка,"(59.925525,30.2834147)",2024-03-04 16:51:19.220599,"{'Крупы', 'Кофе и чай', 'Бытовая химия', 'Подгузники', 'Корма для животных', 'Кофе', 'Пиво', 'Моющее средство', 'Средство для мытья посуды', 'Напитки', 'Сосиски', 'Колбасные изделия', 'Рыба и морепродукты', 'Макароны', 'Зубная паста', 'Замороженные продукты'}","{'Colgate', 'Lenor', 'Великолукский МК', 'Мистраль', 'Fairy', 'Persil', 'Увелка', 'Pampers', 'Микоян', 'Добрый', 'Whiskas', 'Санта Бремор', 'Барилла', 'Jacobs', 'Кухня без границ', 'Жигулевское'}",2204 8505 3143 1446,18,5349
Дикси,"(59.9295884,30.3240678)",2024-07-23 17:43:30.401374,"{'Средство для ванной', 'Мусорные пакеты', 'Хлебобулочные', 'Овощи', 'Замороженные продукты', 'Бытовая химия', 'Кофе', 'Фрукты', 'Косметика и уход', 'Гель для душа', 'Подгузники', 'Кондитерские изделия', 'Рис', 'Газировка', 'Масло сливочное', 'Молоко', 'Напитки', 'Средство для стекол', 'Консервы'}","{'Colgate', 'Фруктовый край', 'Пепси', 'Добрый', 'Паляничка', 'Fairy', 'Рот-Фронт', 'Увелка', 'Pampers', 'Овощи России', 'Paclan', 'Крестьянское', 'Мистер Мускул', 'Дары сада', 'Sanfor', 'Рыбный остров', 'Clin', 'Ariel', 'Pepsi', 'Золотой Петушок', 'Jacobs', 'Простоквашино', 'Nivea'}",2206 5392 6652 2363,25,4389
Ароматный мир,"(59.9311952,30.3132762)",2023-11-19 20:34:06.774844,"{'Ликер', 'Коньяк', 'Вино', 'Ром', 'Водка', 'Пиво', 'Виски'}","{'Zacapa', 'Абрау-Дюрсо', ""Jack Daniel's"", 'Stella Artois', 'Hennessy', 'Русский Стандарт', 'Johnnie Walker', 'Budweiser', 'Malibu', 'Captain Morgan'}",2204 3468 1890 6560,10,14910
Магнит,"(59.9289006,30.3017218)",2023-09-06 10:56:48.450338,"{'Крупы', 'Кофе', 'Моющее средство', 'Хлебобулочные', 'Полуфабрикаты'}","{'Мистраль', 'Останкино', 'Каравай', 'Jacobs', 'Tide'}",2202 7292 6994 3315,5,1252
Красное&Белое,"(59.9064059,30.3447893)",2023-03-09 17:48:00.281005,"{'Ликер', 'Бренди', 'Коньяк', 'Текила', 'Водка', 'Пиво', 'Виски'}","{'Кизлярский', 'Финляндия', 'Stella Artois', 'Jameson', 'Espolon', 'Vecchia Romagna', 'Kahlua'}",5406 5252 3117 5149,7,8410
М.Видео,"(59.912488,30.3196352)",2023-01-10 14:06:06.961541,"{'Планшет', 'Принтер', 'Монитор', 'Процессор', 'Проектор', 'Игровая консоль', 'Колонки', 'Фотоаппарат', 'Мышь', 'Клавиатура', 'Микрофон', 'Электронная книга', 'Материнская плата', 'Телевизор', 'Смартфон', 'Сканер'}","{'Nintendo', 'Shure', 'Brother', 'Microsoft', 'Canon', 'Intel', 'Epson', 'SteelSeries', 'Sony', 'Apple', 'Dell', 'Gigabyte', 'Barnes & Noble', 'LG', 'Samsung', 'Harman Kardon'}",4277 1053 8668 2833,24,502700
Дикси,"(59.927631,30.3117314)",2023-01-04 20:50:02.833391,"{'Туалетная бумага', 'Бытовая химия', 'Вино', 'Мясо', 'Замороженные продукты'}","{'Останкино', 'Ariel', 'Мираторг', 'Каберне', 'Kleenex'}",5489 5463 2664 2675,5,1630
Красное&Белое,"(59.9007267,30.3126146)",2023-02-21 11:33:44.275621,"{'Ликер', 'Вермуты', 'Эль', 'Шампанское', 'Сидр', 'Пиво'}","{'Veuve Clicquot', 'Fizzy', 'Cinzano Bianco', 'Советское', 'Балтика 7', 'Martini Rosso', 'Kilkenny', 'Malibu'}",5469 6563 9908 5359,9,7900
Винлаб,"(59.9321013,30.2955302)",2023-12-10 09:10:13.443936,"{'Ликер', 'Портвейн', 'Джин', 'Вермуты', 'Коньяк', 'Эль', 'Вино', 'Текила', 'Ром', 'Сидр', 'Пиво', 'Виски'}","{'Zacapa', ""Dow's"", 'Абрау-Дюрсо', 'Don Julio', 'Courvoisier', 'Olmeca', 'Campari', 'Chivas Regal', 'Bacardi', 'Heineken', 'Amstel', 'Apple Fox', 'Bass Pale Ale', 'Beefeater', 'Kahlua', 'Hoegaarden'}",2206 1412 7562 8370,18,24010
Дикси,"(59.9228804,30.3078135)",2023-04-23 18:01:21.111109,"{'Хлебобулочные', 'Крупы', 'Мясо', 'Кофе и чай', 'Детские товары', 'Бытовая химия', 'Сладости', 'Моющее средство', 'Масло сливочное', 'Йогурт', 'Колбасные изделия', 'Лапша быстрого приготовления', 'Рыба и морепродукты', 'Чай', 'Консервы', 'Замороженные продукты'}","{'Папа может', 'Балтийский берег', 'ВкусВилл', 'Greenfield', 'Мистраль', 'Хаггис', 'Чудо', 'Ariel', 'Nescafe', 'Крестьянское', 'Роллтон', 'Окраина', 'Паляничка', 'Морозко', 'Аленка', 'Bonduelle', 'КампоМос', 'Tide'}",2206 4887 9192 2137,19,4931
Дикси,"(59.9140327,30.323598)",2023-09-04 11:48:38.921170,"{'Средство для ванной', 'Хлебобулочные', 'Салфетки', 'Замороженные овощи', 'Мясо', 'Колбаса', 'Чай', 'Косметика и уход', 'Подгузники', 'Молочные продукты', 'Хлеб', 'Вино', 'Кондитерские изделия', 'Пельмени', 'Соусы и специи', 'Зубная паста', 'Крупы', 'Кофе и чай', 'Корма для животных', 'Конфеты', 'Коньяк'}","{'Colgate', 'Слодыч', 'Славянка', 'Наполеон', 'Heinz', 'Cillit Bang', 'Останкино', 'Рот-Фронт', 'Pampers', 'Нарезной', 'Hennessy', 'Рот Фронт', 'Мираторг', 'Вкуснотеево', 'Kleenex', 'Шардоне', 'Ahmad', 'Lipton', 'Цезарь', 'Hortex', 'Агро-альянс', 'Чумак', 'Whiskas'}",2206 4579 5906 9697,24,7353
Двадцать восьмой,"(59.9143468,30.3438625)",2023-01-18 11:19:47.396939,"{'Бизнес-литература', 'Фантастика', 'Поэзия', 'Психология', 'Приключения', 'Исторический роман', 'Эзотерика', 'Юмор'}","{'Юнг', 'Талеб', 'Кастанеда', 'Хейли', 'Воннегут', 'Гашек', 'Лондон', 'Пушкин', 'Кларк'}",2206 7923 6168 3872,9,3630
Дикси,"(59.9320095,30.3165455)",2024-03-18 20:30:02.633919,"{'Крупы', 'Сладости', 'Корма для животных', 'Мусорные пакеты', 'Шоколад', 'Молочные продукты', 'Шампунь', 'Вино', 'Средство для мытья посуды', 'Пельмени', 'Хлебобулочные', 'Средство для чистки', 'Полуфабрикаты', 'Колбаса', 'Пиво', 'Консервы', 'Замороженные продукты'}","{'Главпродукт', 'Морозко', 'Clear', 'Останкино', 'Purina', 'Савушкин', 'Юбилейное', 'Балтика', 'AOS', 'Хлебный Дом', 'Окраина', 'Comet', 'Fackelmann', 'Каберне', 'Золотой Петушок', 'Аленка', 'Селяночка'}",4277 6609 9989 8943,19,3044
Xiaomi,"(59.9255429,30.3200101)",2024-07-29 10:46:48.120056,"{'Планшет', 'Монитор', 'Колонки', 'Фотоаппарат', 'Игровая консоль', 'Мышь', 'Часы', 'Флешка', 'Ноутбук', 'Телевизор', 'Смартфон', 'Видеокарта', 'Сканер'}","{'SteelSeries', 'Acer', 'Sony', 'Garmin', 'Apple', 'Dell', 'Fujitsu', 'ADATA', 'AMD', 'LG', 'Samsung', 'Logitech'}",2206 6152 5533 9676,17,471600
Красное&Белое,"(59.928604,30.3045482)",2024-01-11 09:52:39.765215,"{'Ликер', 'Бренди', 'Коньяк', 'Вино', 'Шампанское', 'Ром', 'Водка', 'Сидр', 'Виски'}","{'Baileys', 'Metaxa', 'Абсолют', 'Fizzy', 'Советское', 'Strongbow', 'Bacardi', 'Somersby', 'Johnnie Walker', 'Amaretto', 'Captain Morgan', 'Массандра', 'Remy Martin'}",4279 5372 8907 1803,15,15840
Винлаб,"(59.9243299,30.3058882)",2023-04-08 14:01:56.423694,"{'Бренди', 'Эль', 'Вино', 'Текила', 'Ром', 'Сидр', 'Виски'}","{'Fizzy', ""Jack Daniel's"", 'Olmeca', 'Chivas Regal', 'Bacardi', 'Newcastle Brown Ale', 'Ararat', 'Шато Тамань', 'Apple Fox', 'Captain Morgan'}",2202 7946 8761 4271,12,14380
